Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
Georgia,US,2020-09-20 04:22:56,32.03650571,-84.19821492,918,60,0,858.0,"Sumter, Georgia, US",3109.3347784853004,6.5359477124183005
Georgia,US,2020-09-20 04:22:56,32.69642758,-84.53351366,158,5,0,153.0,"Talbot, Georgia, US",2550.4439063761097,3.1645569620253164
Georgia,US,2020-09-20 04:22:56,33.56543317,-82.88136816,21,0,0,21.0,"Taliaferro, Georgia, US",1366.2979830839295,0.0
Georgia,US,2020-09-20 04:22:56,32.04785085,-82.05539188,779,9,0,770.0,"Tattnall, Georgia, US",3080.7561496480266,1.1553273427471116
Georgia,US,2020-09-20 04:22:56,32.55792548,-84.25077141,204,9,0,195.0,"Taylor, Georgia, US",2543.640897755611,4.411764705882354
Georgia,US,2020-09-20 04:22:56,31.92829517,-82.93491155,377,17,0,360.0,"Telfair, Georgia, US",2377.049180327869,4.509283819628648
Georgia,US,2020-09-20 04:22:56,31.77527543,-84.44069698,326,31,0,295.0,"Terrell, Georgia, US",3821.357402414723,9.509202453987731
Georgia,US,2020-09-20 04:22:56,30.86392347,-83.91847289,1471,58,0,1413.0,"Thomas, Georgia, US",3309.2618838721287,3.9428959891230457
Georgia,US,2020-09-20 04:22:56,31.45743864,-83.5236119,1688,56,0,1632.0,"Tift, Georgia, US",4153.134534002559,3.3175355450236967
Georgia,US,2020-09-20 04:22:56,32.12059861,-82.32957247,1277,43,0,1234.0,"Toombs, Georgia, US",4759.597465523668,3.3672670321065
Georgia,US,2020-09-20 04:22:56,34.91369188,-83.74107459999998,297,8,0,289.0,"Towns, Georgia, US",2467.392207360638,2.6936026936026938
Georgia,US,2020-09-20 04:22:56,32.40422134,-82.56904553,244,8,0,236.0,"Treutlen, Georgia, US",3535.719460947689,3.278688524590164
Georgia,US,2020-09-20 04:22:56,33.03349196,-85.02812115,2752,93,0,2659.0,"Troup, Georgia, US",3935.814192957867,3.3793604651162785
Georgia,US,2020-09-20 04:22:56,31.71612656,-83.62069378,292,22,0,270.0,"Turner, Georgia, US",3656.856606136506,7.534246575342466
Georgia,US,2020-09-20 04:22:56,32.67435595,-83.43078662,183,7,0,176.0,"Twiggs, Georgia, US",2253.694581280788,3.8251366120218577
Georgia,US,2020-09-20 04:22:56,,,2399,5,0,2394.0,"Unassigned, Georgia, US",,0.20842017507294705
Georgia,US,2020-09-20 04:22:56,34.82995757,-83.98967069,660,17,0,643.0,"Union, Georgia, US",2692.6685977724287,2.575757575757576
Georgia,US,2020-09-20 04:22:56,32.87920671,-84.30024826,749,59,0,690.0,"Upson, Georgia, US",2845.744680851064,7.8771695594125495
Georgia,US,2020-09-20 04:22:56,34.73376362,-85.30165174,1426,29,0,1397.0,"Walker, Georgia, US",2044.1220739381604,2.0336605890603088
Georgia,US,2020-09-20 04:22:56,33.78017694,-83.73552314,1733,52,0,1681.0,"Walton, Georgia, US",1832.0594547165226,3.000577034045009
Georgia,US,2020-09-20 04:22:56,31.05449097,-82.42224148,1461,53,0,1408.0,"Ware, Georgia, US",4088.543124195444,3.6276522929500334
Georgia,US,2020-09-20 04:22:56,33.41146451,-82.67795848,131,5,0,126.0,"Warren, Georgia, US",2493.3384088313665,3.816793893129771
Georgia,US,2020-09-20 04:22:56,32.96711864,-82.79357039,650,8,0,642.0,"Washington, Georgia, US",3190.3406302149797,1.2307692307692308
Georgia,US,2020-09-20 04:22:56,31.5521809,-81.91894878,1087,27,0,1060.0,"Wayne, Georgia, US",3632.171617602833,2.483900643974241
Georgia,US,2020-09-20 04:22:56,32.04066113,-84.54742852,43,2,0,41.0,"Webster, Georgia, US",1649.4054468738013,4.651162790697675
Georgia,US,2020-09-20 04:22:56,32.12009104,-82.72574721,322,11,0,311.0,"Wheeler, Georgia, US",4099.299809038829,3.4161490683229814
Georgia,US,2020-09-20 04:22:56,34.64624278,-83.74905525,721,17,0,704.0,"White, Georgia, US",2341.061107864147,2.3578363384188625
Georgia,US,2020-09-20 04:22:56,34.80987459,-84.96093476,4436,60,0,4376.0,"Whitfield, Georgia, US",4239.782849715181,1.3525698827772767
Georgia,US,2020-09-20 04:22:56,31.97496928,-83.43438555,243,20,0,223.0,"Wilcox, Georgia, US",2814.1285466126233,8.23045267489712
Georgia,US,2020-09-20 04:22:56,33.78290391,-82.74286107,259,4,0,255.0,"Wilkes, Georgia, US",2649.074358187583,1.5444015444015444
Georgia,US,2020-09-20 04:22:56,32.80291082,-83.17140684,332,17,0,315.0,"Wilkinson, Georgia, US",3707.840071476435,5.120481927710842
Georgia,US,2020-09-20 04:22:56,31.55162306,-83.85090513,520,29,0,491.0,"Worth, Georgia, US",2568.281720748753,5.5769230769230775
Grand Princess,US,2020-08-04 02:27:56,,,103,3,0,100.0,"Grand Princess, US",,2.9126213592233015
Guam,US,2020-09-20 04:22:56,13.4443,144.7937,2074,31,0,2043.0,"Guam, US",1262.8707475537208,1.4946962391513985
Hawaii,US,2020-09-20 04:22:56,19.60121157,-155.5210167,639,15,0,624.0,"Hawaii, Hawaii, US",317.1011299519138,2.347417840375587
Hawaii,US,2020-09-20 04:22:56,21.45803166,-157.97121819999995,10218,95,0,10123.0,"Honolulu, Hawaii, US",1048.4699295992152,0.92973184576238
Hawaii,US,2020-09-20 04:22:56,22.03935037,-159.5966786,57,0,0,57.0,"Kauai, Hawaii, US",78.84580803120635,0.0
Hawaii,US,2020-09-20 04:22:56,20.86399628,-156.56890969999995,384,9,0,375.0,"Maui, Hawaii, US",229.36738801913785,2.34375
Hawaii,US,2020-09-20 04:22:56,,,28,1,0,27.0,"Out of HI, Hawaii, US",,3.571428571428572
Hawaii,US,2020-09-20 04:22:56,,,0,0,0,0.0,"Unassigned, Hawaii, US",,
Idaho,US,2020-09-20 04:22:56,43.4526575,-116.24155159999998,12321,144,0,12177.0,"Ada, Idaho, US",2558.4162363186715,1.168736303871439
Idaho,US,2020-09-20 04:22:56,44.89333571,-116.4545247,28,1,0,27.0,"Adams, Idaho, US",652.0726595249182,3.571428571428572
Idaho,US,2020-09-20 04:22:56,42.67002716,-112.2233311,870,4,0,866.0,"Bannock, Idaho, US",990.7981049562683,0.4597701149425287
Idaho,US,2020-09-20 04:22:56,42.28269683,-111.32892379999998,32,0,0,32.0,"Bear Lake, Idaho, US",522.4489795918367,0.0
Idaho,US,2020-09-20 04:22:56,47.21754179,-116.6586851,136,3,0,133.0,"Benewah, Idaho, US",1462.6801462680146,2.2058823529411766
Idaho,US,2020-09-20 04:22:56,43.21672879999999,-112.3978437,718,10,0,708.0,"Bingham, Idaho, US",1533.827519172844,1.3927576601671308
Idaho,US,2020-09-20 04:22:56,43.4085812,-113.9752658,630,6,0,624.0,"Blaine, Idaho, US",2736.6317709917034,0.9523809523809524
Idaho,US,2020-09-20 04:22:56,43.98829931,-115.7309284,66,1,0,65.0,"Boise, Idaho, US",842.8042395607202,1.5151515151515151
Idaho,US,2020-09-20 04:22:56,48.29996017,-116.6017932,283,0,0,283.0,"Bonner, Idaho, US",618.7280001749054,0.0
Idaho,US,2020-09-20 04:22:56,43.38713372,-111.6161537,2417,15,0,2402.0,"Bonneville, Idaho, US",2030.0347717995667,0.6206040546131568
Idaho,US,2020-09-20 04:22:56,48.76684761,-116.4630179,56,1,0,55.0,"Boundary, Idaho, US",457.32952225398117,1.7857142857142858
Idaho,US,2020-09-20 04:22:56,43.72592209,-113.1735463,26,0,0,26.0,"Butte, Idaho, US",1001.1551790527533,0.0
Idaho,US,2020-09-20 04:22:56,43.46665742,-114.8065892,20,0,0,20.0,"Camas, Idaho, US",1808.3182640144666,0.0
Idaho,US,2020-09-20 04:22:56,43.61970148,-116.70954990000001,7873,99,0,7774.0,"Canyon, Idaho, US",3425.292257090525,1.257462212625429
Idaho,US,2020-09-20 04:22:56,42.77149116,-111.5597683,94,0,0,94.0,"Caribou, Idaho, US",1313.7665967854648,0.0
Idaho,US,2020-09-20 04:22:56,42.28347888,-113.6012409,632,5,0,627.0,"Cassia, Idaho, US",2630.045776113192,0.7911392405063291
Idaho,US,2020-09-20 04:22:56,44.28496071,-112.35057040000001,31,0,0,31.0,"Clark, Idaho, US",3668.639053254438,0.0
Idaho,US,2020-09-20 04:22:56,46.67459924,-115.6622393,30,0,0,30.0,"Clearwater, Idaho, US",342.6222019186843,0.0
Idaho,US,2020-09-20 04:22:56,44.24186819,-114.2855494,57,0,0,57.0,"Custer, Idaho, US",1320.9733487833141,0.0
Idaho,US,2020-09-20 04:22:56,43.3507101,-115.4701578,318,3,0,315.0,"Elmore, Idaho, US",1155.9012758532954,0.9433962264150944
Idaho,US,2020-09-20 04:22:56,42.18332217,-111.81496659999999,79,0,0,79.0,"Franklin, Idaho, US",569.3283366964544,0.0
Idaho,US,2020-09-20 04:22:56,44.22800938,-111.48099429999999,156,3,0,153.0,"Fremont, Idaho, US",1190.9306053897244,1.9230769230769231
Idaho,US,2020-09-20 04:22:56,44.06482372,-116.398376,270,2,0,268.0,"Gem, Idaho, US",1490.724381625442,0.7407407407407407
Idaho,US,2020-09-20 04:22:56,42.96927962,-114.81083059999999,263,1,0,262.0,"Gooding, Idaho, US",1732.6569602740628,0.3802281368821293
Idaho,US,2020-09-20 04:22:56,45.84721541,-115.4634436,88,0,0,88.0,"Idaho, Idaho, US",527.9894402111959,0.0
Idaho,US,2020-09-20 04:22:56,43.82078483,-112.3131749,471,1,0,470.0,"Jefferson, Idaho, US",1576.7801546650599,0.21231422505307854
Idaho,US,2020-09-20 04:22:56,42.68891267,-114.2655033,721,7,0,714.0,"Jerome, Idaho, US",2953.4655087661804,0.9708737864077671
Idaho,US,2020-09-20 04:22:56,47.67282258,-116.7020872,2474,33,0,2441.0,"Kootenai, Idaho, US",1493.0867788795208,1.3338722716248992
Idaho,US,2020-09-20 04:22:56,46.81587887,-116.71136979999999,310,0,0,310.0,"Latah, Idaho, US",772.9131345367508,0.0
Idaho,US,2020-09-20 04:22:56,44.9438088,-113.9309747,73,0,0,73.0,"Lemhi, Idaho, US",909.4306714837423,0.0
Idaho,US,2020-09-20 04:22:56,46.23315327,-116.434146,12,0,0,12.0,"Lewis, Idaho, US",312.66284523189165,0.0
Idaho,US,2020-09-20 04:22:56,43.0012336,-114.1358773,87,0,0,87.0,"Lincoln, Idaho, US",1621.319418561312,0.0
Idaho,US,2020-09-20 04:22:56,43.78141028,-111.65384740000002,462,1,0,461.0,"Madison, Idaho, US",1157.6916330468339,0.21645021645021645
Idaho,US,2020-09-20 04:22:56,42.85518524,-113.6357257,617,7,0,610.0,"Minidoka, Idaho, US",2932.6488901563757,1.1345218800648298
Idaho,US,2020-09-20 04:22:56,46.32638236,-116.75009750000001,390,24,0,366.0,"Nez Perce, Idaho, US",965.1554147693528,6.153846153846153
Idaho,US,2020-09-20 04:22:56,42.19494279999999,-112.5407838,23,0,0,23.0,"Oneida, Idaho, US",507.6142131979696,0.0
Idaho,US,2020-09-20 04:22:56,42.58016894,-116.16938710000001,323,5,0,318.0,"Owyhee, Idaho, US",2731.9631227268883,1.547987616099071
Idaho,US,2020-09-20 04:22:56,44.00545243,-116.7647695,805,6,0,799.0,"Payette, Idaho, US",3361.028767066093,0.7453416149068323
Idaho,US,2020-09-20 04:22:56,42.69254894,-112.83957420000002,194,1,0,193.0,"Power, Idaho, US",2525.712797812785,0.5154639175257731
Idaho,US,2020-09-20 04:22:56,47.35364087,-115.89167490000001,212,18,0,194.0,"Shoshone, Idaho, US",1645.7071883247945,8.49056603773585
Idaho,US,2020-09-20 04:22:56,43.75303583,-111.2056773,142,0,0,142.0,"Teton, Idaho, US",1169.4943172459234,0.0
Idaho,US,2020-09-20 04:22:56,42.35440512,-114.6685381,2020,35,0,1985.0,"Twin Falls, Idaho, US",2325.099564907111,1.7326732673267329
Idaho,US,2020-09-20 04:22:56,,,3,0,0,3.0,"Unassigned, Idaho, US",,0.0
Idaho,US,2020-09-20 04:22:56,44.76728382,-115.5676773,86,1,0,85.0,"Valley, Idaho, US",754.9157303370787,1.162790697674419
Idaho,US,2020-09-20 04:22:56,44.45275475,-116.78476880000001,328,4,0,324.0,"Washington, Idaho, US",3217.5789680204052,1.2195121951219512
Illinois,US,2020-09-20 04:22:56,39.98815591,-91.18786813,971,10,0,961.0,"Adams, Illinois, US",1483.9153358294488,1.0298661174047374
Illinois,US,2020-09-20 04:22:56,37.18049267,-89.32910838,69,1,0,68.0,"Alexander, Illinois, US",1197.708731123069,1.4492753623188406
Illinois,US,2020-09-20 04:22:56,38.88829622,-89.43534887,286,4,0,282.0,"Bond, Illinois, US",1741.1420918056742,1.3986013986013983
Illinois,US,2020-09-20 04:22:56,42.32359279,-88.82345779,1012,23,0,989.0,"Boone, Illinois, US",1890.0343642611685,2.272727272727273
Illinois,US,2020-09-20 04:22:56,39.96209138,-90.75068024,36,0,0,36.0,"Brown, Illinois, US",547.2788081483734,0.0
Illinois,US,2020-09-20 04:22:56,41.40385234,-89.5283051,567,11,0,556.0,"Bureau, Illinois, US",1737.7712394262594,1.9400352733686064
Illinois,US,2020-09-20 04:22:56,39.16840183,-90.66330078,35,0,0,35.0,"Calhoun, Illinois, US",738.5524372230427,0.0
Illinois,US,2020-09-20 04:22:56,42.06823429,-89.93395545,204,4,0,200.0,"Carroll, Illinois, US",1426.074799021321,1.96078431372549
Illinois,US,2020-09-20 04:22:56,39.96991073,-90.24734436,380,11,0,369.0,"Cass, Illinois, US",3128.3444471886064,2.8947368421052637
Illinois,US,2020-09-20 04:22:56,40.13919438,-88.20046615,4320,20,0,4300.0,"Champaign, Illinois, US",2060.1939062134875,0.462962962962963
Illinois,US,2020-09-20 04:22:56,39.54581621,-89.27780482,427,10,0,417.0,"Christian, Illinois, US",1321.8177315502726,2.34192037470726
Illinois,US,2020-09-20 04:22:56,39.33425789,-87.78705622,146,2,0,144.0,"Clark, Illinois, US",945.5346156337024,1.3698630136986298
Illinois,US,2020-09-20 04:22:56,38.75388572,-88.48914513,138,0,0,138.0,"Clay, Illinois, US",1046.723300970874,0.0
Illinois,US,2020-09-20 04:22:56,38.60704876,-89.42385254,1051,20,0,1031.0,"Clinton, Illinois, US",2798.04057291944,1.9029495718363465
Illinois,US,2020-09-20 04:22:56,39.51949084,-88.22358557,1342,28,0,1314.0,"Coles, Illinois, US",2651.0736650797103,2.0864381520119224
Illinois,US,2020-09-20 04:22:56,41.84144849,-87.81658794,138576,5157,0,133419.0,"Cook, Illinois, US",2690.674383081309,3.7214236231382056
Illinois,US,2020-09-20 04:22:56,39.0032229,-87.75954624,348,1,0,347.0,"Crawford, Illinois, US",1864.2524240638559,0.28735632183908044
Illinois,US,2020-09-20 04:22:56,39.27432424,-88.2401158,193,4,0,189.0,"Cumberland, Illinois, US",1792.6806613412596,2.0725388601036268
Illinois,US,2020-09-20 04:22:56,40.17514519,-88.90959682,97,1,0,96.0,"De Witt, Illinois, US",620.2839237754189,1.0309278350515465
Illinois,US,2020-09-20 04:22:56,41.89373302,-88.76958483,1424,38,0,1386.0,"DeKalb, Illinois, US",1357.5221407666568,2.668539325842697
Illinois,US,2020-09-20 04:22:56,39.76768052,-88.21854195,273,5,0,268.0,"Douglas, Illinois, US",1402.5173388132544,1.8315018315018317
Illinois,US,2020-09-20 04:22:56,41.85116968,-88.08642662,16622,550,0,16072.0,"DuPage, Illinois, US",1801.0208891118525,3.30886776561184
Illinois,US,2020-09-20 04:22:56,39.6809186,-87.74759563,109,7,0,102.0,"Edgar, Illinois, US",635.1611211467863,6.422018348623853
Illinois,US,2020-09-20 04:22:56,38.41353228,-88.05720863,60,0,0,60.0,"Edwards, Illinois, US",938.2329945269742,0.0
Illinois,US,2020-09-20 04:22:56,39.05935711,-88.58969584,809,1,0,808.0,"Effingham, Illinois, US",2378.852034815337,0.12360939431396785
Illinois,US,2020-09-20 04:22:56,39.00072038,-89.02452658,306,3,0,303.0,"Fayette, Illinois, US",1434.1957255343082,0.9803921568627452
Illinois,US,2020-09-20 04:22:56,40.59706922,-88.22350769,94,4,0,90.0,"Ford, Illinois, US",725.2526811202838,4.25531914893617
Illinois,US,2020-09-20 04:22:56,37.99189086,-88.92567818,477,2,0,475.0,"Franklin, Illinois, US",1239.9594478671138,0.4192872117400419
Illinois,US,2020-09-20 04:22:56,40.47289135,-90.20862357,144,0,0,144.0,"Fulton, Illinois, US",419.33605125218406,0.0
Illinois,US,2020-09-20 04:22:56,37.76430935,-88.22953869,68,2,0,66.0,"Gallatin, Illinois, US",1408.4507042253522,2.9411764705882355
Illinois,US,2020-09-20 04:22:56,39.35907414,-90.388865,207,5,0,202.0,"Greene, Illinois, US",1596.1138098542679,2.415458937198068
Illinois,US,2020-09-20 04:22:56,41.28569601,-88.41905692,625,5,0,620.0,"Grundy, Illinois, US",1224.1939906765385,0.8
Illinois,US,2020-09-20 04:22:56,38.08163641,-88.53883373,65,0,0,65.0,"Hamilton, Illinois, US",800.8871365204532,0.0
Illinois,US,2020-09-20 04:22:56,40.40423981,-91.16313899,183,3,0,180.0,"Hancock, Illinois, US",1033.4312175288003,1.639344262295082
Illinois,US,2020-09-20 04:22:56,37.51810645,-88.26873022,34,0,0,34.0,"Hardin, Illinois, US",889.8194190002616,0.0
Illinois,US,2020-09-20 04:22:56,40.81908672,-90.92491462,62,0,0,62.0,"Henderson, Illinois, US",932.8919650917844,0.0
Illinois,US,2020-09-20 04:22:56,41.3533994,-90.13296166,614,5,0,609.0,"Henry, Illinois, US",1255.2900047022265,0.8143322475570033
Illinois,US,2020-09-20 04:22:56,40.74717633,-87.82466784,348,19,0,329.0,"Iroquois, Illinois, US",1283.4697942022572,5.459770114942528
Illinois,US,2020-09-20 04:22:56,37.78595185,-89.38232563,1225,24,0,1201.0,"Jackson, Illinois, US",2158.590308370044,1.959183673469388
Illinois,US,2020-09-20 04:22:56,39.01054275,-88.15437049,192,9,0,183.0,"Jasper, Illinois, US",1997.9188345473465,4.6875
Illinois,US,2020-09-20 04:22:56,38.29980057,-88.9240025,555,37,0,518.0,"Jefferson, Illinois, US",1472.7735909139158,6.666666666666668
Illinois,US,2020-09-20 04:22:56,39.08869046,-90.35393073,378,13,0,365.0,"Jersey, Illinois, US",1736.0951637349012,3.4391534391534386
Illinois,US,2020-09-20 04:22:56,42.36542373,-90.21094405,235,2,0,233.0,"Jo Daviess, Illinois, US",1106.6635271956675,0.851063829787234
Illinois,US,2020-09-20 04:22:56,37.45939802,-88.88165419,144,0,0,144.0,"Johnson, Illinois, US",1159.7004107272287,0.0
Illinois,US,2020-09-20 04:22:56,41.93842729,-88.42861412,12554,325,0,12229.0,"Kane, Illinois, US",2357.9882156937506,2.588816313525569
Illinois,US,2020-09-20 04:22:56,41.13746989,-87.86205334,2631,76,0,2555.0,"Kankakee, Illinois, US",2394.8225956199594,2.8886354998099577
Illinois,US,2020-09-20 04:22:56,41.59081014,-88.42869583,1879,25,0,1854.0,"Kendall, Illinois, US",1456.7020699279017,1.3304949441192124
Illinois,US,2020-09-20 04:22:56,40.93148779,-90.21330340000002,581,3,0,578.0,"Knox, Illinois, US",1169.0376063904707,0.5163511187607573
Illinois,US,2020-09-20 04:22:56,41.34426129999999,-88.88633881,1590,55,0,1535.0,"LaSalle, Illinois, US",1463.1587665295526,3.459119496855346
Illinois,US,2020-09-20 04:22:56,42.3224907,-88.00367925,16285,484,0,15801.0,"Lake, Illinois, US",2338.001679743301,2.972060178077986
Illinois,US,2020-09-20 04:22:56,38.71987914,-87.72884035,242,2,0,240.0,"Lawrence, Illinois, US",1543.5642301313944,0.8264462809917356
Illinois,US,2020-09-20 04:22:56,41.74583951,-89.29977132,325,1,0,324.0,"Lee, Illinois, US",953.1909901454717,0.3076923076923077
Illinois,US,2020-09-20 04:22:56,40.89188292,-88.55784752,312,5,0,307.0,"Livingston, Illinois, US",875.2244165170558,1.6025641025641026
Illinois,US,2020-09-20 04:22:56,40.12581572,-89.36638784,428,1,0,427.0,"Logan, Illinois, US",1495.5622335592984,0.2336448598130841
Illinois,US,2020-09-20 04:22:56,39.86064913,-88.96342505,1358,36,0,1322.0,"Macon, Illinois, US",1305.6562412868116,2.650957290132548
Illinois,US,2020-09-20 04:22:56,39.26119767,-89.92424028,486,7,0,479.0,"Macoupin, Illinois, US",1081.778925343899,1.4403292181069958
Illinois,US,2020-09-20 04:22:56,38.83042506,-89.90422563,5291,130,0,5161.0,"Madison, Illinois, US",2012.0471848071613,2.457002457002457
Illinois,US,2020-09-20 04:22:56,38.64963204,-88.91899208,491,0,0,491.0,"Marion, Illinois, US",1319.715092057519,0.0
Illinois,US,2020-09-20 04:22:56,41.0327901,-89.34510444,92,0,0,92.0,"Marshall, Illinois, US",804.3364224514778,0.0
Illinois,US,2020-09-20 04:22:56,40.23917274,-89.91824452,122,1,0,121.0,"Mason, Illinois, US",913.2420091324201,0.819672131147541
Illinois,US,2020-09-20 04:22:56,37.22078441,-88.71036614,93,2,0,91.0,"Massac, Illinois, US",675.2831832704037,2.150537634408602
Illinois,US,2020-09-20 04:22:56,40.45674722,-90.67775541,444,15,0,429.0,"McDonough, Illinois, US",1495.8560743885184,3.3783783783783785
Illinois,US,2020-09-20 04:22:56,42.32451172,-88.45248227,4385,118,0,4267.0,"McHenry, Illinois, US",1424.7467297432531,2.690992018244013
Illinois,US,2020-09-20 04:22:56,40.48996987,-88.84621113,3120,19,0,3101.0,"McLean, Illinois, US",1819.0616673565885,0.6089743589743589
Illinois,US,2020-09-20 04:22:56,40.02742725,-89.80246001,115,0,0,115.0,"Menard, Illinois, US",942.93210888816,0.0
Illinois,US,2020-09-20 04:22:56,41.20596782,-90.74290052,127,5,0,122.0,"Mercer, Illinois, US",822.6987108894217,3.9370078740157477
Illinois,US,2020-09-20 04:22:56,38.27594376,-90.17761038,625,15,0,610.0,"Monroe, Illinois, US",1804.4287900222305,2.4
Illinois,US,2020-09-20 04:22:56,39.23198845,-89.47809254,318,13,0,305.0,"Montgomery, Illinois, US",1119.1666080101359,4.088050314465409
Illinois,US,2020-09-20 04:22:56,39.71654544,-90.20255104,612,21,0,591.0,"Morgan, Illinois, US",1818.2898567948184,3.431372549019608
Illinois,US,2020-09-20 04:22:56,39.64187451,-88.62099969,207,3,0,204.0,"Moultrie, Illinois, US",1427.4877594648644,1.4492753623188406
Illinois,US,2020-09-20 04:22:56,42.04165196,-89.32184679,619,6,0,613.0,"Ogle, Illinois, US",1222.2814604190116,0.9693053311793216
Illinois,US,2020-09-20 04:22:56,,,2,0,0,2.0,"Out of IL, Illinois, US",,0.0
Illinois,US,2020-09-20 04:22:56,40.78702156,-89.76078901,3174,48,0,3126.0,"Peoria, Illinois, US",1771.4129445973022,1.5122873345935728
Illinois,US,2020-09-20 04:22:56,38.08510853,-89.36856219,332,14,0,318.0,"Perry, Illinois, US",1587.3015873015872,4.216867469879518
Illinois,US,2020-09-20 04:22:56,40.01360584,-88.59319339,129,0,0,129.0,"Piatt, Illinois, US",789.28046989721,0.0
Illinois,US,2020-09-20 04:22:56,39.62265059,-90.8877017,108,1,0,107.0,"Pike, Illinois, US",694.0427993059571,0.925925925925926
Illinois,US,2020-09-20 04:22:56,37.41391284,-88.56152109,26,1,0,25.0,"Pope, Illinois, US",622.4563083552789,3.8461538461538463
Illinois,US,2020-09-20 04:22:56,37.22631423,-89.13085001,156,1,0,155.0,"Pulaski, Illinois, US",2924.086223055295,0.6410256410256411
Illinois,US,2020-09-20 04:22:56,41.2013541,-89.2869272,42,0,0,42.0,"Putnam, Illinois, US",731.8348144276006,0.0
Illinois,US,2020-09-20 04:22:56,38.05095369,-89.82512254,911,11,0,900.0,"Randolph, Illinois, US",2866.402366119187,1.2074643249176729
Illinois,US,2020-09-20 04:22:56,38.71240969,-88.08475366,144,4,0,140.0,"Richland, Illinois, US",928.2537226842004,2.7777777777777777
Illinois,US,2020-09-20 04:22:56,41.46613806,-90.57042164,2771,71,0,2700.0,"Rock Island, Illinois, US",1953.072688699525,2.56225189462288
Illinois,US,2020-09-20 04:22:56,37.75332999,-88.54119706,245,3,0,242.0,"Saline, Illinois, US",1042.9526201523986,1.2244897959183674
Illinois,US,2020-09-20 04:22:56,39.75836914,-89.65872023,2222,44,0,2178.0,"Sangamon, Illinois, US",1141.4070847374044,1.98019801980198
Illinois,US,2020-09-20 04:22:56,40.157179799999994,-90.61114163,44,0,0,44.0,"Schuyler, Illinois, US",650.1182033096927,0.0
Illinois,US,2020-09-20 04:22:56,39.642916899999996,-90.47814431,67,0,0,67.0,"Scott, Illinois, US",1353.2619672793376,0.0
Illinois,US,2020-09-20 04:22:56,39.39133527,-88.80611122,345,4,0,341.0,"Shelby, Illinois, US",1594.7120273643338,1.1594202898550725
Illinois,US,2020-09-20 04:22:56,38.46996033,-89.93063427,6239,183,0,6056.0,"St. Clair, Illinois, US",2402.516885777439,2.9331623657637436
Illinois,US,2020-09-20 04:22:56,41.09309773,-89.79745866,50,2,0,48.0,"Stark, Illinois, US",935.9790340696367,4.0
Illinois,US,2020-09-20 04:22:56,42.35129217,-89.662598,461,6,0,455.0,"Stephenson, Illinois, US",1036.0016180502494,1.3015184381778742
Illinois,US,2020-09-20 04:22:56,40.50716185,-89.51404662,1538,18,0,1520.0,"Tazewell, Illinois, US",1166.893014574782,1.1703511053315996
Illinois,US,2020-09-20 04:22:56,,,2241,236,0,2005.0,"Unassigned, Illinois, US",,10.531012940651497
Illinois,US,2020-09-20 04:22:56,37.47119609,-89.25548938,495,24,0,471.0,"Union, Illinois, US",2972.4373986669066,4.848484848484849
Illinois,US,2020-09-20 04:22:56,40.18417171,-87.73384359,588,4,0,584.0,"Vermilion, Illinois, US",776.1556535283403,0.6802721088435374
Illinois,US,2020-09-20 04:22:56,38.44272901,-87.84922065,137,1,0,136.0,"Wabash, Illinois, US",1189.236111111111,0.7299270072992701
Illinois,US,2020-09-20 04:22:56,40.84925021,-90.6147432,300,2,0,298.0,"Warren, Illinois, US",1781.0496319164097,0.6666666666666666
Illinois,US,2020-09-20 04:22:56,38.35309213,-89.40982703,189,1,0,188.0,"Washington, Illinois, US",1360.9850939727805,0.5291005291005291
Illinois,US,2020-09-20 04:22:56,38.42955355,-88.42586459,240,5,0,235.0,"Wayne, Illinois, US",1480.1110083256244,2.083333333333333
Illinois,US,2020-09-20 04:22:56,38.08706198,-88.17657461,156,0,0,156.0,"White, Illinois, US",1152.3971337814878,0.0
Illinois,US,2020-09-20 04:22:56,41.75509713,-89.91556058,676,19,0,657.0,"Whiteside, Illinois, US",1225.1925690983235,2.8106508875739644
Illinois,US,2020-09-20 04:22:56,41.44619267,-87.97862712,13330,372,0,12958.0,"Will, Illinois, US",1929.806020473606,2.7906976744186047
Illinois,US,2020-09-20 04:22:56,37.73033511,-88.92994027,1296,34,0,1262.0,"Williamson, Illinois, US",1946.033605117348,2.623456790123457
Illinois,US,2020-09-20 04:22:56,42.33641854,-89.16085327,5218,149,0,5069.0,"Winnebago, Illinois, US",1846.6090058462976,2.855500191644308
Illinois,US,2020-09-20 04:22:56,40.78579374,-89.20973757,386,5,0,381.0,"Woodford, Illinois, US",1003.6662419719702,1.2953367875647668
Indiana,US,2020-09-20 04:22:56,40.7457653,-84.93671406,240,3,0,237.0,"Adams, Indiana, US",670.8220365038992,1.25
Indiana,US,2020-09-20 04:22:56,41.09194313,-85.06800636,5921,200,0,5721.0,"Allen, Indiana, US",1561.0375983063489,3.3778078027360237
Indiana,US,2020-09-20 04:22:56,39.20744865,-85.89558181,1145,57,0,1088.0,"Bartholomew, Indiana, US",1366.6909368696213,4.978165938864628
Indiana,US,2020-09-20 04:22:56,40.60626947,-87.31093999,88,0,0,88.0,"Benton, Indiana, US",1005.9442158207588,0.0
